Redis Hit Rate: ,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,1.0
Cassandra,21.46081519126892,20.648886680603027,21.064295291900635,20.601224184036255,23.031595945358276,21.34282374382019,20.275060415267944,21.365684747695923,23.45192241668701,23.415449857711792,22.277159929275513
Cassandra - redis - sync - local,24.117968797683716,22.327350854873657,21.549737453460693,17.66472053527832,13.718013048171997,12.505619287490845,11.322160005569458,8.979371786117554,5.3632972240448,2.7074737548828125,0.5331368446350098
Cassandra - redis - sync - remote,48.562195777893066,45.13763880729675,44.353777170181274,40.098735332489014,32.86234426498413,31.801321268081665,29.099475860595703,23.806156873703003,20.299617052078247,16.74027156829834,12.960938215255737
Cassandra - redis - async - local,27.803086280822754,25.98486328125,25.63225293159485,22.118237018585205,20.13960599899292,18.266798496246338,15.2792649269104,12.75318717956543,12.617636680603027,8.33472466468811,6.4762585163116455
Cassandra - redis - async - remote,39.951979637145996,35.581894397735596,35.50738286972046,35.05675768852234,30.863999366760254,31.766382932662964,27.882006883621216,24.691108226776123,22.24411416053772,19.469420433044434,17.66072130203247
Cassandra - dictionary,21.278592348098755,18.164539575576782,16.13827395439148,15.317959070205688,12.564722299575806,10.698162078857422,10.905241012573242,6.546998500823975,4.363940477371216,2.1810574531555176,0.0027480125427246094
Flipt,65.58227562904358,70.73493838310242,73.72173166275024,76.35838413238525,78.9362530708313,96.09882140159607,130.96085572242737,90.64324283599854,85.08520770072937,82.6183271408081,76.93713974952698
Flipt - redis - sync - local,69.64867973327637,57.27654695510864,57.437774419784546,51.772891998291016,50.80159401893616,52.446967363357544,37.97476506233215,30.04060649871826,18.07990264892578,9.254644393920898,0.5140929222106934
Flipt - redis - sync - remote,85.67865800857544,75.69382166862488,81.08709359169006,74.76221680641174,66.65088772773743,61.04805374145508,49.96002507209778,40.38963031768799,31.00543451309204,22.38188338279724,12.542921781539917
Flipt - redis - async - local,72.10351872444153,65.41931653022766,61.74387788772583,54.497647285461426,46.11096715927124,34.5319037437439,28.000272512435913,22.938014268875122,18.123085021972656,14.50241231918335,9.169417381286621
Flipt - redis - async - remote,97.033198595047,76.57169699668884,75.6623272895813,61.581648111343384,61.18929314613342,50.05673575401306,36.88699293136597,36.30598545074463,29.830267906188965,21.538992643356323,15.451596975326538
Flipt - dictionary,56.896950006484985,51.403377294540405,56.11626720428467,59.23362398147583,62.63327765464783,49.95993614196777,30.7816801071167,29.239891290664673,15.798547744750977,7.888397216796875,0.0031218528747558594
best:,Cassandra - dictionary,Cassandra - dictionary,Cassandra - dictionary,Cassandra - dictionary,Cassandra - dictionary,Cassandra - dictionary,Cassandra - dictionary,Cassandra - dictionary,Cassandra - dictionary,Cassandra - dictionary,Cassandra - dictionary
