Redis Hit Rate: ,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,1.0
Cassandra,18.91644525527954,19.025188446044922,21.86033205986023,18.91815185546875,18.980686616897582,19.095591068267822,19.011276483535767,18.69296007156372,19.02875328063965,19.113475942611693,21.98735933303833
Cassandra - redis - sync - local,21.79145178794861,19.43295040130615,18.772854232788085,15.772230100631713,13.113591051101684,10.943126535415649,9.021309518814087,8.59444580078125,5.488715028762817,2.994650459289551,0.5145670890808105
Cassandra - redis - sync - remote,40.47874875068665,44.440896606445314,43.77541055679321,42.83948831558227,34.59492406845093,31.457252025604248,27.73775930404663,24.023204135894776,20.105225706100462,16.6393132686615,14.116605710983276
Cassandra - redis - async - local,22.550180292129518,20.8458824634552,20.550789642333985,17.471274042129515,15.97362494468689,12.837756729125976,11.122487354278565,9.72325940132141,7.973941040039063,6.990040397644043,5.458921241760254
Cassandra - redis - async - remote,30.31965837478638,26.442037725448607,35.78012852668762,31.983156156539916,30.650228404998778,26.869605922698973,23.6849627494812,21.333194732666016,18.972699451446534,15.873510217666626,13.377927875518798
Flipt,74.45262298583984,63.573624181747434,74.95977592468262,73.98270268440247,73.02759370803832,71.95361857414245,72.43825130462646,74.23590207099915,73.84374113082886,72.68050646781921,74.3223696231842
Flipt - redis - sync - local,77.12019925117492,60.51145963668823,63.284613847732544,55.78317251205444,46.143441390991214,38.83939914703369,29.56160454750061,24.56221342086792,16.893770456314087,7.862871837615967,0.5231556415557861
Flipt - redis - sync - remote,95.4184021949768,93.41086993217468,80.83799090385438,71.22641863822938,62.68449716567993,54.08130903244019,45.59916644096374,38.33511242866516,30.424043035507204,21.701741695404053,12.143271493911744
Flipt - redis - async - local,59.25020523071289,65.00378818511963,57.96056132316589,46.73720555305481,49.27866005897522,33.29785785675049,26.140605163574218,21.209382677078246,16.727185916900634,12.818950414657593,8.866468858718871
Flipt - redis - async - remote,71.8411934375763,71.17488613128663,61.74461917877197,56.05947093963623,54.01254529953003,39.832097864151,34.45928921699524,27.588144493103027,23.322725439071654,18.099675321578978,19.523297452926634
Best:,Cassandra,Cassandra,Cassandra - redis - sync - local,Cassandra - redis - sync - local,Cassandra - redis - sync - local,Cassandra - redis - sync - local,Cassandra - redis - sync - local,Cassandra - redis - sync - local,Cassandra - redis - sync - local,Cassandra - redis - sync - local,Cassandra - redis - sync - local
